id_produtos_orcamento,idproduto,idorcamento,descricao,quantidade1,quantidade2,quantidade3,quantidade4,quantidade5,quantidade6,quantidade7,valor1,valor2,valor3,valor4,valor5,valor6,valor7
84052,1333,27318,"Chaveiro casa. Alumínio. gravação laser.  \r\n\r\nTamanho: 3,8 x 3,5 x 0,2 cm.\r\nQuantidade Mínima: 100 peças.",0,100,0,0,0,0,0,0,4.65,0,0,0,0,0
84053,1317,27319,"Fone Bluetooth com Case Carregador. \r\nImpressão 1 cor\r\n\r\nTamanho: 6,7 x 5,5 cm.\r\nQuantidade Mínima: 50 peças.",50,0,0,0,0,0,0,58,0,0,0,0,0,0
84054,1259,27319,"Pasta A4. Couro sintético e poliéster. Interior em microfibra. Bloco: 20 folhas pautadas. \r\nEsferográfica não inclusa.  Impressão  1 cor\r\n\r\nTamanho: 24,5 x 31,5 x 1,5 cm.\r\nQuantidade Mínima: 50 peças.",50,0,0,0,0,0,0,67,0,0,0,0,0,0
84055,955,27319,Moleskine capa dura com aproximadamente  80 folhas\r\n1 Caneta de metal esferográfica  Impressão. 1 cor\r\n\r\nQuantidade Mínima: 50 peças.,50,0,0,0,0,0,0,39,0,0,0,0,0,0
84056,1281,27319,Carregador wireless. ABS. Carregamento do dispositivo por indução. Com entrada 5V/2A e potência de carregamento 5W. \r\nIncluso cabo USB/micro USB para carregar. Compatível com smartphones com tecnologia de carregamento sem fios. ø100 x 10 mm \r\nImpressão  1 cor\r\n\r\nTamanho: ø10 x 1 cm.\r\nQuantidade Mínima: 50 peças.,50,0,0,0,0,0,0,33.9,0,0,0,0,0,0
84057,1278,27319,"Caixa de som Bluetooth portátil\r\n- Entrada USB\r\n- Entrada de cartão de memória micro SD\r\n- Possui rádio FM\r\n- Potência 5W\r\n- Duração da bateria: 4h. \r\nImpressão 1 cor (lateral ou verso)\r\n\r\nTamanho: 7,8x11,5x3,8 cm.\r\nQuantidade Mínima: 50 peças.",50,0,0,0,0,0,0,56,0,0,0,0,0,0
84058,348,27319,"estojo de papel e metal. Gravação Laser. 1 cor\r\n\r\nTamanho: 18x6,5 cm.\r\nEM FALTA!!",50,0,0,0,0,0,0,0,0,0,0,0,0,0
84059,803,27319,"SACOLA TNT 0,80gr. Impressão . 1 cor\r\n\r\nTamanho: 27x35 cm.\r\nQuantidade Mínima: 100 peças.",0,100,0,0,0,0,0,0,7,0,0,0,0,0
84060,974,27320,PENDRIVE TWIST 16 GB. 1 Gravação laser\r\n Garantia memória 1 ano\r\n\r\nQuantidade Mínima: 100 peças.,0,100,0,0,0,0,0,0,39,0,0,0,0,0
84061,952,27321,Copo com Canudo. 1 cor\r\n\r\nQuantidade Mínima: 200 peças.\r\n\r\nMINIMO 200,0,200,0,0,0,0,0,0,5.2,0,0,0,0,0
84062,749,27322,Toalha de Banho. 100% algodão 5 0 g/m². 1 Bordado até 7 cm\r\n\r\n \r\nQuantidade Mínima: 50 peças.,50,0,0,0,0,0,0,70,0,0,0,0,0,0
84063,751,27322,KIT TOALHAS 100% ALGODÃO BANHO E ROSTO. \r\n1 BORDADO EM CADA PEÇA DE ATÉ 7cm CADA\r\n\r\nQuantidade Mínima: 50 peças.,50,0,0,0,0,0,0,99,0,0,0,0,0,0
84064,1258,27323,"Caderno. Papel kraft. Capa dura. Com 60 folhas não pautadas de papel reciclado. \r\nIncluso esferográfica.. \r\nImpressão  1 cor \r\n\r\nTamanho: 13 x 17,7  cm.\r\n ",0,0,0,500,0,2300,0,0,0,0,11.95,0,10.8,0
84065,879,27323,SQUEEZE FLEX IMPRESSÃO. 1 cor\r\n\r\n ,0,0,0,500,0,2300,0,0,0,0,5.5,0,5,0
84066,51,27323,squeeze plásstico 500ml. Impressão Serigrafia. 1 cor\r\n\r\nTamanho: 6x19 cm.\r\n ,0,0,0,500,0,2300,0,0,0,0,4.9,0,4.5,0
84067,1349,27323,"Sacola em TNT: 80 g/m². Termo-selado. \r\nImpressão 1 cor\r\n\r\nTamanho: 35,5 x 39 x 8,5 cm.\r\n ",0,0,0,500,0,2300,0,0,0,0,4.65,0,4,0
84068,1348,27324,"Máscara em algodão impressão\r\n \r\nMáscara comunitária/social ideal para ser usada pela população em geral.\r\n\""este material não esta classificado/destinada para uso como EPI\"".\r\nImpressão  2 cores\r\n\r\nQuantidade Mínima: 300 peças.",0,200,300,0,0,0,0,0,9.5,8.5,0,0,0,0
84069,1337,27325,Copo para viagem. Fibra de bambu e PP. Com tampa. Capacidade até 450 ml. \r\nImpressão . 1 cor\r\n\r\nTamanho: ø93 x 134 cm.\r\nQuantidade Mínima: 100 peças.,0,100,200,0,0,0,0,0,12.8,11.95,0,0,0,0
84070,1183,27325,"Garrafa de alumínio 600ml \r\n Impressão  1 cor\r\n\r\nTamanho: 25,0xø6,4x21 cm.\r\nQuantidade Mínima: 50 peças.",0,100,200,0,0,0,0,0,27,26,0,0,0,0
84071,410,27325,"chaveiro abridor em metal. Gravação Laser.  \r\n\r\nTamanho: 8 x 1,8 cm.\r\nQuantidade Mínima: 100 peças.",0,100,200,0,0,0,0,0,3.99,3.7,0,0,0,0
84072,1303,27325,Kit ecológico:\r\nDois canudos INOX + escovinha higiênica \r\nembalagem de algodão \r\nimpressão .. 1 cor\r\n\r\nQuantidade Mínima: 100 peças.,0,100,200,0,0,0,0,0,13,12,0,0,0,0
84073,449,27326,camiseta 100% algodão fio 30 penteado BRANCA\r\nImpressão Serigrafia 2x1 cores\r\n\r\n ,0,0,0,450,0,0,0,0,0,0,25,0,0,0
84074,170,27326,camiseta básica fio 30 penteado 100% algodão AZUL MARINHO\r\nImpressão Serigrafia. 2x1 cor\r\n\r\n ,0,0,0,450,0,0,0,0,0,0,27,0,0,0
84075,457,27326,camisa polo piquet BRANCA\r\nImpressão Serigrafia. 2x0 cores\r\n\r\n ,0,200,0,0,0,0,0,0,36,0,0,0,0,0
84076,178,27326,camisa polo piquet AZUL MARINHO. \r\nImpressão Serigrafia. 2 cores\r\n\r\n ,0,200,0,0,0,0,0,0,38,0,0,0,0,0
84077,161,27327,porta cartões. Gravação Laser.  \r\n\r\nTamanho: 9x6 cm.\r\nQuantidade Mínima: 100 peças.,0,100,0,0,0,0,0,0,8.5,0,0,0,0,0
84078,1295,27327,"Porta cartão de couro sintético  \r\nGravação laser\r\n\r\nTamanho: 6,8 x 10,4  cm.\r\nQuantidade Mínima: 100 peças.",0,100,0,0,0,0,0,0,22,0,0,0,0,0
84080,1260,27327,Pasta A5. Linho sintético e c. sintético. Fecho magnético. Bloco: 20 folhas pautadas. Placa metálica com acabamento emborrachado. Acessórios não inclusos.\r\n183 x 252 x 18 mm | Placa: 50 x 30 mm\r\nImpressão 1 cor\r\n \r\nQuantidade Mínima: 50 peças.,50,0,0,0,0,0,0,78,0,0,0,0,0,0
84081,1259,27327,"Pasta A4. Couro sintético e poliéster. Interior em microfibra. Bloco: 20 folhas pautadas. \r\nEsferográfica não inclusa.  \r\nImpressão  1 cor\r\n\r\nTamanho: 24,5 x 31,5 x 1,5 cm.\r\nQuantidade Mínima: 50 peças.",50,0,0,0,0,0,0,65,0,0,0,0,0,0
84082,1248,27327,"Conjunto de roller e esferográfica. Metal.\r\ncom  estojo almofadado.\r\nGravação laser\r\n\r\nTamanho:  ø1,2 x 13,2  cm.\r\nQuantidade Mínima: 50 peças.",50,0,0,0,0,0,0,58,0,0,0,0,0,0
84083,1247,27327,"Conjunto de Canetas roller e esferográfica em Alumínio. \r\nEm estojo almofadado.  \r\nGravação laser \r\n\r\nTamanho:  ø1,1 x 13,8  cm.\r\nQuantidade Mínima: 50 peças.",50,0,0,0,0,0,0,35,0,0,0,0,0,0
84084,1337,27328,Copo para viagem. Fibra de bambu e PP. Com tampa. Capacidade até 450 ml. \r\nImpressão . 1 cor\r\n\r\nTamanho: ø93 x 134 cm.\r\nQuantidade Mínima: 100 peças.,0,100,0,0,0,0,0,0,11.5,0,0,0,0,0
84085,879,27328,SQUEEZE FLEX IMPRESSÃO. 1 cor\r\n\r\nQuantidade Mínima: 100 peças.,0,100,0,0,0,0,0,0,5.7,0,0,0,0,0
84086,1170,27328,"Garrafa plástica 550ml. \r\nImpressão 1 cor\r\n\r\nTamanho: 20xø6,7 cm.\r\nQuantidade Mínima: 100 peças.",0,100,0,0,0,0,0,0,23,0,0,0,0,0
84087,807,27328,MOCHILA NYLON.  Impressão 1 cor\r\n\r\nTamanho: 35 x 40 cm.\r\nQuantidade Mínima: 100 peças.,0,100,0,0,0,0,0,0,8.5,0,0,0,0,0
84088,897,27329,"ECOBAG ALGODÃO. Impressão. 1 cor\r\n\r\nTamanho:  37,5x41,5 cm.\r\n ",0,0,0,0,2000,0,0,0,0,0,0,10.8,0,0
84089,897,27329,"ECOBAG ALGODÃO. Impressão. 4 cores\r\n\r\nTamanho: 37,5x 41,5 cm.\r\n ",0,0,0,0,2000,0,0,0,0,0,0,11.5,0,0
84092,1265,27330,Mochila nylon 600D. Bolsos laterais em tela e bolso interior. \r\nParte posterior e alças almofadadas. \r\nImpressão . 1 cor\r\n\r\nTamanho: 25 x 42 x 18 cm.\r\nQuantidade Mínima: 50 peças.,0,100,0,0,0,0,0,0,57,0,0,0,0,0
84093,991,27330,Caixa de som Bluetooth resistente a água. \r\nImpressão 1 cor\r\n\r\nTamanho: 8 x 5 cm.\r\nQuantidade Mínima: 100 peças.,0,100,0,0,0,0,0,0,35,0,0,0,0,0
84094,1342,27330,Sacola esportiva dobrável. 210D ripstop. Com bolso frontal.. \r\nImpressão 1 cor\r\n\r\nTamanho:  ø240x 41 cm.\r\n ,0,100,0,0,0,0,0,0,31.7,0,0,0,0,0
84095,1016,27330,Mochila dobrável. Nylon 210 D. Com bolso frontal.. 1 cor\r\n\r\nTamanho: 29 x 41 x 11 cm.\r\n\r\n\r\nEM FALTA!!!,50,0,0,0,0,0,0,0,0,0,0,0,0,0
84096,1303,27331,Kit ecológico:\r\nDois canudos INOX + escovinha higiênica \r\nembalagem de algodão \r\nimpressão .. 2 cores\r\n\r\nQuantidade Mínima: 100 peças.,0,100,0,0,0,0,0,0,15,0,0,0,0,0
84097,6,27331,ecobag mochila em algodão cru. Impressão Serigrafia. 2 cores\r\n\r\nTamanho: 30x40 cm.\r\nQuantidade Mínima: 100 peças.,0,100,0,0,0,0,0,0,14.9,0,0,0,0,0
84098,1172,27331,"Garrafa aço inoxidável 750ml madeirado\r\nImpressão  1 cor\r\n\r\nTamanho: 27xø7,4 cm.\r\nQuantidade Mínima: 50 peças.",50,0,0,0,0,0,0,50,0,0,0,0,0,0
84099,13,27331,boné 100% algodão. Impressão Serigrafia. 1 cor\r\n\r\nQuantidade Mínima: 100 peças.,0,100,0,0,0,0,0,0,12,0,0,0,0,0
84100,1334,27331,"estojo com 12 lápis de cor.     \r\nImpressão . 1 cor\r\n\r\nTamanho: 9 x 18 x 0,9 cm.\r\nQuantidade Mínima: 100 peças.",0,100,0,0,0,0,0,0,9.5,0,0,0,0,0
84101,1009,27331,Manta. Tecido polar: 180 g/m².Com alça removível. Impressão na alça. 1 cor\r\n\r\nTamanho: 150 x 120 cm.\r\nQuantidade Mínima: 100 peças.,0,100,0,0,0,0,0,0,48.15,0,0,0,0,0
84102,189,27332,boné modelo americano. Impressão Serigrafia. \r\n\r\n ,0,0,300,0,0,0,0,0,0,11,0,0,0,0
84103,299,27333,caneta plástica. Impressão Serigrafia. 1 cor\r\n\r\n,0,0,0,500,0,0,0,0,0,0,1.95,0,0,0
84104,879,27333,SQUEEZE FLEX IMPRESSÃO. 1 cor\r\n\r\n,0,200,0,0,0,0,0,0,5.95,0,0,0,0,0
84105,1348,27333,Máscara em algodão impressão\r\n \r\nMáscara comunitária/social ideal para ser usada pela população em geral.\r\n\r\nImpressão 1 cor\r\n\r\nQuantidade Mínima: 200 peças.,0,200,0,0,0,0,0,0,8,0,0,0,0,0
84106,1035,27333,Moleskine capa dura sintético. Com 80 folhas não pautadas. Impressão. 1 cor\r\n\r\nTamanho: 9 x 14  cm.\r\n,0,200,0,0,0,0,0,0,10,0,0,0,0,0
84107,897,27333,ECOBAG ALGODÃO. Impressão. 1 cor\r\n\r\nTamanho:  35x40 cm.\r\nQuantidade Mínima: 100 peças.,0,200,0,0,0,0,0,0,12,0,0,0,0,0
84108,189,27333,boné modelo americano. Impressão Serigrafia. 1 cor\r\n\r\nQuantidade Mínima: 100 peças.,0,200,0,0,0,0,0,0,11,0,0,0,0,0
84109,1342,27334,Sacola esportiva dobrável. 210D ripstop. Com bolso frontal.. \r\nImpressão 1 cor\r\n\r\nTamanho:  ø240x 41 cm.\r\n ,0,0,370,0,0,0,0,0,0,31,0,0,0,0
84110,1317,27334,"Fone Bluetooth com Case Carregador. \r\nImpressão 1 cor\r\n\r\nTamanho: 6,7 x 5,5 cm.\r\n ",0,0,370,0,0,0,0,0,0,48.9,0,0,0,0
84111,1276,27334,Headphone Bluetooth - Conexão sem fio - Controle de volume\r\n- Alças ajustáveis - Microfone embutido\r\n- Espumas ergonômicas confortáveis\r\n- Baterias de lítio recarregável - Indicador de LED\r\n- Alcance de aproximadamente 10 metros. 1 cor\r\n,0,0,370,0,0,0,0,0,0,100,0,0,0,0
84113,749,27335,Toalha de praia. Microfibra: 250 g/m². Fornecida com sacola em non-woven (80 g/m²). \r\nImpressão  1 cor\r\n\r\nTamanho: 150 x 75  cm.\r\nQuantidade Mínima: 50 peças.,50,0,0,0,0,0,0,44,0,0,0,0,0,0
84114,900,27336,NECESSAIRE ALGODÃO IMPRESSÃO. 1 cor\r\n\r\nTamanho: 22 x 13 cm.\r\n,0,0,0,0,1200,0,0,0,0,0,0,5.8,0,0
84115,897,27337,ECOBAG ALGODÃO. Impressão. 1 cor\r\n\r\nTamanho:  35x40 cm.\r\nQuantidade Mínima: 100 peças.,0,100,0,0,0,0,0,0,12,0,0,0,0,0
84116,1258,27337,"Caderno. Papel kraft. Capa dura. Com 60 folhas não pautadas de papel reciclado. \r\nIncluso esferográfica.. \r\n\\Impressão 1 cor\r\n\r\nTamanho: 13 x 17,7  cm.\r\nQuantidade Mínima: 100 peças.",0,100,0,0,0,0,0,0,13,0,0,0,0,0
84117,59,27337,caneca plástica 400ml. Impressão Serigrafia. 1 cor\r\n\r\nTamanho: 7x9 cm.\r\nQuantidade Mínima: 200 peças.,0,100,0,0,0,0,0,0,5.5,0,0,0,0,0
84119,299,27338,caneta plástica. Impressão Serigrafia. 1 cor\r\n\r\nQuantidade Mínima: 300 peças.,0,0,300,0,0,0,0,0,0,2.4,0,0,0,0
84120,410,27338,"chaveiro abridor em metal. Gravação Laser. 1 cor\r\n\r\nTamanho: 8 x 1,8 cm.\r\nQuantidade Mínima: 100 peças.",0,100,0,0,0,0,0,0,3.7,0,0,0,0,0
84123,1278,27339,"Caixa de som Bluetooth portátil\r\n- Entrada USB\r\n- Entrada de cartão de memória micro SD\r\n- Possui rádio FM\r\n- Potência 3W\r\n- Duração da bateria: 4h. \r\nImpressão 1 cor\r\n\r\nTamanho: 7,8x11,5x3,8 cm.\r\nQuantidade Mínima: 50 peças.",50,100,0,0,0,0,0,53,52,0,0,0,0,0
84124,42,27339,caneca térmica 450ml. Gravação Laser. \r\n\r\nTamanho: 6x16 cm.\r\nQuantidade Mínima: 100 peças.,50,100,0,0,0,0,0,22,21,0,0,0,0,0
84125,897,27339,ECOBAG ALGODÃO. Impressão. 1 cor\r\n\r\nTamanho:  35x40 cm.\r\nQuantidade Mínima: 100 peças.,50,100,0,0,0,0,0,12,11,0,0,0,0,0
84126,1172,27339,"Garrafa aço inoxidável 750ml madeirado\r\n Impressão  1 cor\r\n\r\nTamanho: 27xø7,4 cm.\r\nQuantidade Mínima: 50 peças.",50,100,0,0,0,0,0,52,50,0,0,0,0,0
84127,1171,27339,"Garrafa aço inoxidável 750ml\r\nImpressão  1 cor\r\n\r\nTamanho: 27xø7,4 cm.\r\nQuantidade Mínima: 50 peças.",50,100,0,0,0,0,0,47,45,0,0,0,0,0
84128,1175,27339,"Garrafa plástica 600ml com porta pílulas.\r\nImpressão 1 cor\r\n\r\nTamanho: 23,0xø7,5 cm.\r\nQuantidade Mínima: 50 peças.",50,100,0,0,0,0,0,33,32,0,0,0,0,0
84130,1028,27339,Guarda-chuva cabo madeira curvo automático 8 varetas. \r\nImpressão. 1 cor\r\n\r\nQuantidade Mínima: 50 peças.,50,100,0,0,0,0,0,36,35,0,0,0,0,0
84131,1260,27339,"Pasta A4. Linho sintético e c. sintético. Fecho magnético. \r\nBloco: 20 folhas pautadas. Placa metálica com acabamento emborrachado. \r\nAcessórios não inclusos.  \r\nImpressão  1 cor\r\n\r\nTamanho: 23,3 x 31 x 1,8 cm.\r\nQuantidade Mínima: 50 peças.",50,100,0,0,0,0,0,96,95,0,0,0,0,0
84132,1041,27339,"Tábua de queijos em Bambu. Gravação laser . 1 cor\r\n\r\nTamanho: 33 x 19,5 x 1,5 cm.\r\nQuantidade Mínima: 100 peças.",50,100,0,0,0,0,0,79.5,78,0,0,0,0,0
84133,1023,27339,Squeeze. Com infusor  Capacidade: 740 ml.. \r\nImpressão 1 cor\r\n\r\nTamanho: 7 x 24 cm.\r\nQuantidade Mínima: 50 peças.,50,100,0,0,0,0,0,24.8,23.75,0,0,0,0,0
84135,1070,27341,caneta plástica. Impressão Serigrafia. 1 cor\r\n\r\nQuantidade Mínima: 300 peças.,0,0,300,500,0,0,0,0,0,1.75,1.45,0,0,0
84136,299,27342,caneta plástica. Impressão Serigrafia. 2 cores\r\n\r\nQuantidade Mínima: 300 peças.,0,0,500,0,0,0,0,0,0,2.2,0,0,0,0
84137,736,27343,CONJUNTO CHURRASCO\r\nImpressão no estojo  e gravação laser garfo e faca\r\n\r\nQuantidade Mínima: 100 peças.,0,100,0,0,0,0,0,0,38.5,0,0,0,0,0
84139,951,27344,Braçadeira Esportivo para Celular .Impressão  1 cor\r\n\r\nQuantidade Mínima: 50 peças.,50,0,0,0,0,0,0,19.8,0,0,0,0,0,0
84140,741,27343,cooler térmico 10 LATAS - Isolante Térmico. 	Alça com encaixe para os dedos. \r\nFormato de lata. Adesivo com impressão digital\r\n \r\n\r\nTamanho: Altura: 27cm x Largura: 25 cm.\r\nQuantidade Mínima: 100 peças.,0,100,0,0,0,0,0,0,60,0,0,0,0,0
84141,1304,27345,"Caneta Esferográfica de Metal. Com ponteira laser e LED. \r\nIncluso 3 pilhas LR41. 1,5km de escrita. Em estojo com forro de veludo.  | Estojo: 170 x 50 x 20 mm . \r\n1 gravação laser\r\n\r\nTamanho: ø1 x 13,1  cm.\r\nQuantidade Mínima: 50 peças.",50,0,0,0,0,0,0,35,0,0,0,0,0,0
84142,1247,27345,"Conjunto de Canetas roller e esferográfica em Alumínio. \r\nEm estojo almofadado. \r\ngravação laser\r\n\r\nTamanho:  ø1,1 x 13,8  cm.\r\nQuantidade Mínima: 50 peças.",50,0,0,0,0,0,0,37.5,0,0,0,0,0,0
84143,776,27345,CONJUNTO PORTA CARTÕES / CANETA ESPECIAL. 1 cor\r\n\r\nEM FALTA!!,50,0,0,0,0,0,0,0,0,0,0,0,0,0
84144,1259,27345,"Pasta A4. Couro sintético e poliéster. Interior em microfibra. Bloco: 20 folhas pautadas. \r\nEsferográfica não inclusa.  \r\nImpressão  1 cor\r\n\r\nTamanho: 24,5 x 31,5 x 1,5 cm.\r\nQuantidade Mínima: 50 peças.",50,0,0,0,0,0,0,65,0,0,0,0,0,0
84145,1296,27345,"Porta cartão de metal com couro sintético.  \r\n1 Gravação laser\r\n\r\nTamanho: 9,7 x 6,3 x 1,4  cm.\r\nQuantidade Mínima: 50 peças.",50,100,0,0,0,0,0,19.9,19,0,0,0,0,0
84147,570,27346,Caneta plástica.\r\nImpressão Serigrafia.. 1 cor\r\n\r\n,0,0,0,0,1100,0,0,0,0,0,0,1.95,0,0
84148,974,27347,PENDRIVE TWIST 8 GB. 1 Gravação laser\r\n. 1 cor\r\n\r\nQuantidade Mínima: 100 peças.\r\n\r\nSEM GARANTIA,0,150,0,0,0,0,0,0,26,0,0,0,0,0
84149,974,27347,PENDRIVE TWIST 16 GB. 1 Gravação laser\r\n. 1 cor\r\n\r\nQuantidade Mínima: 100 peças.\r\n\r\nSEM GARANTIA,0,150,0,0,0,0,0,0,30,0,0,0,0,0
84150,974,27347,PENDRIVE TWIST 16 GB. 1 Gravação laser\r\n. 1 cor\r\n\r\nQuantidade Mínima: 100 peças.\r\n\r\nMULTILASER GARANRIA DE 1 ANO,0,150,0,0,0,0,0,0,34,0,0,0,0,0
84151,2,27348,ecobag em algodão cru. Impressão Serigrafia. 1 cor\r\n\r\nTamanho: 36x40x10 cm.\r\nQuantidade Mínima: 100 peças.,0,100,0,0,0,0,0,0,12.75,0,0,0,0,0
84152,1171,27349,"Garrafa aço inoxidável 750ml\r\nIMPRESSÃO SOMENTE 1 cor\r\n\r\nTamanho: 27xø7,4 cm.\r\nQuantidade Mínima: 50 peças.",50,0,0,0,0,0,0,50,0,0,0,0,0,0
84154,1171,27350,"Garrafa aço inoxidável 750ml (não é térmica)\r\nGravação laser. \r\n\r\nTamanho: 27xø7,4 cm.\r\nQuantidade Mínima: 50 peças.",50,0,0,0,0,0,0,50,0,0,0,0,0,0
84155,170,27351,camiseta básica poliviscose \r\nImpressão Serigrafia. 2X1X1\r\n\r\nQuantidade Mínima: 100 peças.\r\n\r\nlogo INSTITUTO EM UMA COR NAS MANGAS,0,100,0,0,0,0,0,0,25,0,0,0,0,0
84156,170,27351,camiseta básica fio poliviscose \r\nImpressão Serigrafia. 2x4x4\r\n\r\nQuantidade Mínima: 100 peças.,0,100,0,0,0,0,0,0,27,0,0,0,0,0
84160,1317,27352,"Fone Bluetooth com Case Carregador. 1 cor\r\n\r\nTamanho: 6,7 x 5,5 cm.\r\nQuantidade Mínima: 50 peças.",30,0,0,0,0,0,0,70,0,0,0,0,0,0
84161,1278,27352,"Caixa de som Bluetooth portátil\r\n- Entrada USB\r\n- Entrada de cartão de memória micro SD\r\n- Possui rádio FM\r\n- Potência 5W\r\n- Duração da bateria: 4h. 1 cor\r\n\r\nTamanho: 7,8x11,5x3,8 cm.\r\nQuantidade Mínima: 50 peças.",30,0,0,0,0,0,0,53,0,0,0,0,0,0
84162,1337,27352,Copo para viagem. Fibra de bambu e PP. Com tampa. Capacidade até 450 ml. \r\nImpressão . 1 cor\r\n\r\nTamanho: ø93 x 134 cm.\r\nQuantidade Mínima: 100 peças.,30,0,0,0,0,0,0,12,0,0,0,0,0,0
84163,1297,27352,Mochila com compartimento para notebook.. 1 cor\r\n\r\nQuantidade Mínima: 50 peças.,30,0,0,0,0,0,0,50,0,0,0,0,0,0
84164,862,27353,GUARDA CHUVA IMPRESSÃO. 1 cor\r\n\r\nQuantidade Mínima: 360 peças.,0,0,360,0,0,0,0,0,0,27,0,0,0,0
84165,932,27353,Power Bank 4 Baterias. 3500mA.\r\n 1  gravação laser\r\n\r\n ,0,0,360,0,0,0,0,0,0,47.5,0,0,0,0
84166,931,27353,Power Bank 2 Baterias/Lanterna visor Led. 1800mAh.\r\nImpressão 1 cor\r\n\r\n ,0,0,360,0,0,0,0,0,0,37.5,0,0,0,0
84167,930,27353,Power Bank Metálico. 1000mA\r\n1 gravação laser \r\n\r\n ,0,0,360,0,0,0,0,0,0,23.5,0,0,0,0
84168,463,27353,Cordão de pescoço com fecho de segurança e mosquetão. Poliéster. 20 x 480 mm \r\nImpressão 1 cor\r\n,0,0,350,0,0,0,0,0,0,6.5,0,0,0,0
84169,103,27354,"Espelho de maquiagem . Impressão Serigrafia. 2 cores\r\nTamanho: ø6 x 0,5 cm.\r\n ",0,0,0,500,0,0,0,0,0,0,4.4,0,0,0
84170,1355,27355,Kit churrasco. Aço inox e PP. Tábua e 5 peças  com estojo \r\nEstojo 350 x 230 x 40 mm  Tábua 283 x 192 x 5 mm.\r\nImpressão somente  1 cor\r\n\r\nEM FALTA!!!,50,0,0,0,0,0,0,0,0,0,0,0,0,0
